GUID,Key,Russian,English,German,Spanish,Korean,French,Portuguese,Japanese,Italian,Chinese,Thai,Indonesian
cc5ad0c5-0466-4ea9-ae8b-16eb5c8343be,ui.settings.interface-theme,Тема интерфейса,Interface theme,Schnittstellenthema,Tema de la interfaz,인터페이스 테마,Thème de l'interface,Tema da interface,インターフェーステーマ,Tema dell'interfaccia,界面主题,ธีมอินเทอร์เฟซ,Tema antarmuka
0ff183e5-e940-4980-b336-9258334be5b4,ui.settings.light,Светлая,Light,Licht,Luz,빛,Lumière,Luz,ライト,Leggero,光,แสงสว่าง,Lampu
2202adbb-6df2-4449-942b-b90700cac2c0,ui.settings.dark,Темная,Dark,Dunkel,Oscuro,어두운,Sombre,Escuro,暗い,Buio,黑暗的,มืด,Gelap
1373e967-5345-4dae-bfec-82c08c9acec4,ui.settings.interface-language,Язык интерфейса,Interface language,Schnittstellensprache,Idioma de la interfaz,인터페이스 언어,Langue de l'interface,Linguagem da interface,インターフェース言語,Lingua dell'interfaccia,界面语言,ภาษาอินเทอร์เฟซ,Bahasa antarmuka
d7809c82-b961-4d43-b58c-59d10a96b935,ui.settings.send-reminders,Присылать напоминания,Send reminders,Erinnerungen senden,Enviar recordatorios,알림 보내기,Envoyer des rappels,Enviar lembretes,リマインダーを送信する,Invia promemoria,发送提醒,ส่งคำเตือน,Kirim pengingat
fd1bbed7-d950-42b9-9381-3911e2860f78,ui.settings.reminders,Напоминания,Reminders,Erinnerungen,Recordatorios,알림,Rappels,Lembretes,リマインダー,Promemoria,提醒事项,คำเตือน,Pengingat
fcdcc64d-8efc-4e8b-b657-b5df10e1437a,ui.settings.every,Каждые {0},Every {0},Alle {0},Cada {0},모든 {0},Tous les {0},Cada {0},{0}ごと,Ogni {0},每{0},ทุกๆ {0},Setiap {0}
46531f88-009d-4258-a750-1884ad223635,ui.settings.spaced-repetition,Интервальное повторение,Spaced repetition,Verteilte Wiederholung,Repetición espaciada,분산 반복,Répétition espacée,Repetição espaçada,間隔をあけた反復,Ripetizione distanziata,间隔重复,การทำซ้ำแบบเว้นระยะห่าง,Pengulangan spasi
36326f0d-87a8-4f1a-b601-561dd122ecfc,ui.settings.native-language,Родной язык,Native language,Muttersprache,Lengua materna,모국어,Langue maternelle,Língua materna,母国語,Madrelingua,母语,ภาษาพื้นเมือง,Bahasa asli
d51d0844-5c55-4072-8f8b-9edce1c62d21,ui.settings.learning-language,Изучаемый язык,The language being studied,Die zu lernende Sprache,El idioma que se está estudiando,공부하는 언어,La langue étudiée,A língua que está sendo estudada,学習中の言語,La lingua studiata,正在学习的语言,ภาษาที่กำลังศึกษาอยู่,Bahasa yang sedang dipelajari
c6b5adbc-5695-48a3-a86c-981801508600,ui.settings.show-word-first,Показывать слово в первый раз,Show the word for the first time,Zeigen Sie das Wort zum ersten Mal,Mostrar la palabra por primera vez,단어를 처음으로 보여주세요,Montrer le mot pour la première fois,Mostrar a palavra pela primeira vez,初めて単語を表示する,Mostra la parola per la prima volta,首次显示该单词,แสดงคำนี้เป็นครั้งแรก,Tampilkan kata untuk pertama kalinya
255f4697-27e8-44c3-9d6c-d68e7d0c1a5c,ui.settings.learn-word-language,Учить слово на языке,Learn a word in a language,Lerne ein Wort in einer Sprache,Aprende una palabra en un idioma,언어의 단어를 배우세요,Apprendre un mot dans une langue,Aprenda uma palavra em um idioma,言語の単語を学ぶ,Impara una parola in una lingua,学习一种语言中的一个单词,เรียนรู้คำศัพท์ในภาษาหนึ่งๆ,Pelajari sebuah kata dalam suatu bahasa
d3c469f2-1d3d-4cf1-9e11-38aaeb665ff4,ui.settings.repeat-word-language,Повторять слово на языке,Repeat the word in the language,Wiederholen Sie das Wort in der Sprache,Repite la palabra en el idioma.,해당 언어로 단어를 반복하세요,Répéter le mot dans la langue,Repita a palavra no idioma,その言語で単語を繰り返します,Ripeti la parola nella lingua,用语言重复这个词,ทวนคำในภาษานั้น,Ulangi kata tersebut dalam bahasa tersebut
3e7f9b5a-2c46-4aa4-9b79-23f43510072a,ui.settings.day-goal,Цель на день,Goal for the day,Ziel für den Tag,Objetivo del día,오늘의 목표,Objectif du jour,Meta do dia,今日の目標,Obiettivo del giorno,今日目标,เป้าหมายของวันนี้,Tujuan untuk hari ini
410913e9-1876-4789-8e8f-aa3d2b64ff33,ui.settings.repeat-words,Повторять слова,Repeat words,Wörter wiederholen,Repetir palabras,단어 반복,Répéter les mots,Repita palavras,単語を繰り返す,Ripeti le parole,重复单词,การทวนคำ,Ulangi kata-kata
f95dede7-f623-4806-bc67-5b6865967178,ui.settings.from-selected-categories,Из выбранных категорий,From the selected categories,Aus den ausgewählten Kategorien,De las categorías seleccionadas,선택된 카테고리에서,Parmi les catégories sélectionnées,Das categorias selecionadas,選択したカテゴリから,Dalle categorie selezionate,从选定的类别,จากหมวดหมู่ที่เลือก,Dari kategori yang dipilih
2193e95a-4f12-429e-b942-cf87719a05d2,ui.settings.from-all-categories,Из всех категорий,From all categories,Aus allen Kategorien,De todas las categorías,모든 카테고리에서,De toutes les catégories,De todas as categorias,すべてのカテゴリーから,Da tutte le categorie,来自所有类别,จากทุกหมวดหมู่,Dari semua kategori
1be2526c-ad6f-4f2e-83a8-cc7326846688,ui.settings.show-transcript,Показывать транскрипцию,Show transcription,Transkription anzeigen,Mostrar transcripción,전사본 보기,Afficher la transcription,Mostrar transcrição,転写を表示,Mostra la trascrizione,显示转录,แสดงการถอดเสียง,Tampilkan transkripsi
56e3edc4-2bba-400b-8dc1-cef25babedcd,ui.settings.swiping,Свайпинг,Swiping,Wischen,Deslizar,스와이프,Glisser,Deslizando,スワイプ,Strisciando,滑动,การปัด,Menggesek
1f6e29a9-afe7-4829-8198-80193a08b92c,ui.settings.settings,Настройки,Settings,Einstellungen,Ajustes,설정,Paramètres,Configurações,設定,Impostazioni,设置,การตั้งค่า,Pengaturan
