b0cd8ce2-404a-4de8-b528-313fbfe1eb1b,ui.language.russian,Русский,Russian,Russisch,ruso,러시아인,russe,russo,ロシア,russo,俄语,รัสเซีย,Rusia
94b8acbd-90bc-4d4a-8cbc-9c3e5f558954,ui.language.serbocroatian,Сербохорватский,Serbo-Croatian,Serbokroatisch,serbocroata,세르보크로아티아어,serbo-croate,servo-croata,セルビア・クロアチア語,serbo-croato,塞尔维亚-克罗地亚语,เซอร์เบีย-โครเอเชีย,Serbia-Kroasia
917ad079-52b1-4612-a647-11f032270ac9,ui.language.slovak,Словацкий,Slovak,slowakisch,eslovaco,슬로바키아 사람,slovaque,Eslovaco,スロバキア語,slovacco,斯洛伐克语,สโลวัก,Bahasa Slowakia
607f882f-b8b0-493e-ab1a-6c70b317136d,ui.language.slovenian,Словенский,Slovenian,Slowenisch,esloveno,슬로베니아,slovène,esloveno,スロベニア語,sloveno,斯洛文尼亚语,สโลวีเนีย,Bahasa Slovenia
def5acba-77d2-4f7e-86d9-74c31c8563b4,ui.language.spanish,Испанский,Spanish,Spanisch,Español,스페인 사람,Espagnol,Espanhol,スペイン語,spagnolo,西班牙语,ภาษาสเปน,Spanyol
52af688d-bb98-4b3f-8bdd-4ad2651f07ef,ui.language.swedish,Шведский,Swedish,Schwedisch,sueco,스웨덴어,suédois,sueco,スウェーデン語,svedese,瑞典,สวีเดน,Swedia
8c8c9b4c-a71c-4afc-b64b-3b384cf42e96,ui.language.thai,Тайский,Thai,Thai,tailandés,태국어,thaïlandais,tailandês,タイ語,tailandese,泰国,แบบไทย,Thai
3d312a6c-d919-4983-ba61-6f1771fe0ce2,ui.language.turkish,Турецкий,Turkish,Türkisch,turco,터키어,turc,turco,トルコ語,turco,土耳其,ตุรกี,Turki
430e6a4f-fc14-4f32-8a98-e6727f7d5360,ui.language.ukrainian,Украинский,Ukrainian,ukrainisch,ucranio,우크라이나 말,ukrainien,ucraniano,ウクライナ語,ucraino,乌克兰,ยูเครน,Ukraina
5d5a8b35-a3f7-4bc1-a4d8-046d43421947,ui.language.vietnamese,Вьетнамский,Vietnamese,Vietnamesisch,vietnamita,베트남 사람,vietnamien,vietnamita,ベトナム語,vietnamita,越南语,เวียดนาม,Vietnam
09217068-4b0e-4b65-aa5f-f02d9cb069cb,ui.language.chinesesimplified,Китайский упрощённый,Chinese Simplified,Chinesisch Vereinfacht,Chino simplificado,중국어 간체,chinois simplifié,Chinês simplificado,簡体字中国語,Cinese semplificato,简体中文,ภาษาจีนตัวย่อ,Bahasa Mandarin Sederhana
e48cbd5a-39e1-4079-be16-d9aa58633262,ui.language.chinesetraditional,Китайский традиционный,Traditional Chinese,Traditionelles Chinesisch,Chino tradicional,중국어 번체,chinois traditionnel,Chinês tradicional,繁体字中国語,Cinese tradizionale,繁体中文,ภาษาจีนดั้งเดิม,Bahasa Mandarin Tradisional
ac8412d5-a4bb-44a6-a877-aee0d95fc5a1,ui.language.hindi,Хинди,Hindi,Hindi,hindi,힌디 어,hindi,hindi,ヒンディー語,hindi,印地语,ภาษาฮินดี,Hindi
48918b9a-a7ea-4011-aa30-2330a3732184,ui.language.unknown,Неизвестный,Unknown,Unbekannt,Desconocido,알려지지 않은,Inconnu,Desconhecido,未知,Sconosciuto,未知,ไม่ทราบ,Tidak dikenal
